beneficiarysummary.bene_birth_dt -> person.year_of_birth -> None.None
beneficiarysummary.bene_birth_dt -> person.day_of_birth -> None.None
beneficiarysummary.bene_birth_dt -> person.month_of_birth -> None.None
beneficiarysummary.bene_birth_dt -> person.birth_datetime -> None.None
beneficiarysummary.bene_county_cd -> location.location_source_value -> None.None
beneficiarysummary.bene_county_cd -> location.location_id -> None.None
beneficiarysummary.bene_county_cd -> location.county -> None.None
beneficiarysummary.bene_death_dt -> death.death_date -> None.None
beneficiarysummary.bene_esrd_ind -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.bene_esrd_ind -> cohort.cohort_definition_id -> None.None
beneficiarysummary.bene_hi_cvrage_tot_mons -> NA,NA 
beneficiarysummary.bene_hmo_cvrage_tot_mons -> NA,NA 
beneficiarysummary.bene_race_cd -> person.ethnicity_source_value -> None.None
beneficiarysummary.bene_race_cd -> person.ethnicity_concept_id -> None.None
beneficiarysummary.bene_race_cd -> person.race_concept_id -> None.None
beneficiarysummary.bene_race_cd -> person.race_source_value -> None.None
beneficiarysummary.bene_race_cd -> person.race_source_concept_id -> None.None
beneficiarysummary.bene_sex_ident_cd -> person.gender_source_concept_id -> None.None
beneficiarysummary.bene_sex_ident_cd -> person.gender_concept_id -> None.None
beneficiarysummary.bene_sex_ident_cd -> person.gender_source_value -> None.None
beneficiarysummary.bene_smi_cvrage_tot_mons -> NA,NA 
beneficiarysummary.benres_car -> NA,NA 
beneficiarysummary.benres_ip -> NA,NA 
beneficiarysummary.benres_op -> NA,NA 
beneficiarysummary.desynpuf_id -> cohort.subject_id -> None.None
beneficiarysummary.desynpuf_id -> person.person_source_value -> None.None
beneficiarysummary.desynpuf_id -> person.person_id -> None.None
beneficiarysummary.medreimb_car -> NA,NA 
beneficiarysummary.medreimb_ip -> NA,NA 
beneficiarysummary.medreimb_op -> NA,NA 
beneficiarysummary.plan_cvrg_mos_num -> NA,NA 
beneficiarysummary.pppymt_car -> NA,NA 
beneficiarysummary.pppymt_ip -> NA,NA 
beneficiarysummary.pppymt_op -> NA,NA 
beneficiarysummary.sp_alzhdmta -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.sp_alzhdmta -> cohort.cohort_definition_id -> None.None
beneficiarysummary.sp_chf -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.sp_chf -> cohort.cohort_definition_id -> None.None
beneficiarysummary.sp_chrnkidn -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.sp_chrnkidn -> cohort.cohort_definition_id -> None.None
beneficiarysummary.sp_cncr -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.sp_cncr -> cohort.cohort_definition_id -> None.None
beneficiarysummary.sp_copd -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.sp_copd -> cohort.cohort_definition_id -> None.None
beneficiarysummary.sp_depressn -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.sp_depressn -> cohort.cohort_definition_id -> None.None
beneficiarysummary.sp_diabetes -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.sp_diabetes -> cohort.cohort_definition_id -> None.None
beneficiarysummary.sp_ischmcht -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.sp_ischmcht -> cohort.cohort_definition_id -> None.None
beneficiarysummary.sp_osteoprs -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.sp_osteoprs -> cohort.cohort_definition_id -> None.None
beneficiarysummary.sp_ra_oa -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.sp_ra_oa -> cohort.cohort_definition_id -> None.None
beneficiarysummary.sp_state_code -> location.location_source_value -> None.None
beneficiarysummary.sp_state_code -> location.location_id -> None.None
beneficiarysummary.sp_state_code -> location.state -> None.None
beneficiarysummary.sp_strketia -> cohort_definition.cohort_definition_name -> None.None
beneficiarysummary.sp_strketia -> cohort.cohort_definition_id -> None.None
carrierclaims.clm_from_dt -> drug_exposure.drug_exposure_start_date -> None.None
carrierclaims.clm_from_dt -> condition_occurrence.condition_start_date -> None.None
carrierclaims.clm_from_dt -> measurement.measurement_date -> None.None
carrierclaims.clm_from_dt -> device_exposure.device_exposure_start_date -> None.None
carrierclaims.clm_from_dt -> observation.observation_date -> None.None
carrierclaims.clm_from_dt -> visit_occurrence.visit_start_date -> None.None
carrierclaims.clm_from_dt -> procedure_occurrence.procedure_date -> None.None
carrierclaims.clm_from_dt -> drug_exposure.drug_exposure_start_datetime -> None.None
carrierclaims.clm_id -> visit_occurrence.visit_source_value -> None.None
carrierclaims.clm_thru_dt -> visit_occurrence.visit_end_date -> None.None
carrierclaims.clm_thru_dt -> device_exposure.device_exposure_end_date -> None.None
carrierclaims.clm_thru_dt -> death.death_date -> None.None
carrierclaims.clm_thru_dt -> visit_occurrence.visit_end_datetime -> None.None
carrierclaims.clm_thru_dt -> drug_exposure.drug_exposure_end_datetime -> None.None
carrierclaims.clm_thru_dt -> drug_exposure.drug_exposure_end_date -> None.None
carrierclaims.clm_thru_dt -> condition_occurrence.condition_end_date -> None.None
carrierclaims.desynpuf_id -> NA,NA 
carrierclaims.hcpcs_cd -> procedure_occurrence.procedure_source_value -> None.None
carrierclaims.hcpcs_cd -> device_exposure.device_concept_id -> None.None
carrierclaims.hcpcs_cd -> observation.observation_source_value -> None.None
carrierclaims.hcpcs_cd -> fact_relationship.fact_id_2 -> None.None
carrierclaims.hcpcs_cd -> drug_exposure.drug_source_value -> None.None
carrierclaims.hcpcs_cd -> device_exposure.device_source_value -> None.None
carrierclaims.hcpcs_cd -> measurement.measurement_source_value -> None.None
carrierclaims.icd9_dgns_cd -> condition_occurrence.condition_source_value -> None.None
carrierclaims.icd9_dgns_cd -> measurement.measurement_source_value -> None.None
carrierclaims.icd9_dgns_cd -> death.cause_source_concept_id -> None.None
carrierclaims.icd9_dgns_cd -> observation.observation_source_value -> None.None
carrierclaims.line_alowd_chrg_amt -> NA,NA 
carrierclaims.line_bene_prmry_pyr_pd_amt -> NA,NA 
carrierclaims.line_bene_ptb_ddctbl_amt -> NA,NA 
carrierclaims.line_coinsrnc_amt -> NA,NA 
carrierclaims.line_icd9_dgns_cd -> condition_occurrence.condition_source_value -> None.None
carrierclaims.line_icd9_dgns_cd -> measurement.measurement_source_value -> None.None
carrierclaims.line_icd9_dgns_cd -> death.cause_source_concept_id -> None.None
carrierclaims.line_icd9_dgns_cd -> observation.observation_source_value -> None.None
carrierclaims.line_nch_pmt_amt -> NA,NA 
carrierclaims.line_prcsg_ind_cd -> NA,NA 
carrierclaims.prf_physn_npi -> provider.provider_id -> None.None
carrierclaims.prf_physn_npi -> provider.npi -> None.None
carrierclaims.tax_num -> care_site.care_site_id -> None.None
carrierclaims.tax_num -> provider.provider_source_value -> None.None
carrierclaims.tax_num -> care_site.care_site_source_value -> None.None
inpatientclaims.admtng_icd9_dgns_cd -> condition_occurrence.condition_source_value -> None.None
inpatientclaims.admtng_icd9_dgns_cd -> observation.observation_source_value -> None.None
inpatientclaims.admtng_icd9_dgns_cd -> drug_exposure.drug_source_value -> None.None
inpatientclaims.admtng_icd9_dgns_cd -> device_exposure.device_source_value -> None.None
inpatientclaims.admtng_icd9_dgns_cd -> measurement.measurement_source_value -> None.None
inpatientclaims.at_physn_npi -> provider.provider_id -> None.None
inpatientclaims.at_physn_npi -> provider.npi -> None.None
inpatientclaims.clm_admsn_dt -> visit_occurrence.visit_start_date -> None.None
inpatientclaims.clm_admsn_dt -> condition_occurrence.condition_start_date -> None.None
inpatientclaims.clm_drg_cd -> observation.observation_source_value -> None.None
inpatientclaims.clm_from_dt -> drug_exposure.drug_exposure_start_date -> None.None
inpatientclaims.clm_from_dt -> measurement.measurement_date -> None.None
inpatientclaims.clm_from_dt -> device_exposure.device_exposure_start_date -> None.None
inpatientclaims.clm_from_dt -> observation.observation_date -> None.None
inpatientclaims.clm_from_dt -> procedure_occurrence.procedure_date -> None.None
inpatientclaims.clm_from_dt -> drug_exposure.drug_exposure_start_datetime -> None.None
inpatientclaims.clm_id -> visit_occurrence.visit_source_value -> None.None
inpatientclaims.clm_pass_thru_per_diem_amt -> NA,NA 
inpatientclaims.clm_pmt_amt -> NA,NA 
inpatientclaims.clm_thru_dt -> drug_exposure.drug_exposure_end_datetime -> None.None
inpatientclaims.clm_thru_dt -> drug_exposure.drug_exposure_end_date -> None.None
inpatientclaims.clm_thru_dt -> condition_occurrence.condition_end_date -> None.None
inpatientclaims.clm_utlztn_day_cnt -> NA,NA 
inpatientclaims.desynpuf_id -> NA,NA 
inpatientclaims.hcpcs_cd -> NA,NA 
inpatientclaims.icd9_dgns_cd -> condition_occurrence.condition_source_value -> None.None
inpatientclaims.icd9_dgns_cd -> observation.observation_source_value -> None.None
inpatientclaims.icd9_dgns_cd -> drug_exposure.drug_source_value -> None.None
inpatientclaims.icd9_dgns_cd -> device_exposure.device_source_value -> None.None
inpatientclaims.icd9_dgns_cd -> measurement.measurement_source_value -> None.None
inpatientclaims.icd9_dgns_cd -> death.cause_source_concept_id -> None.None
inpatientclaims.icd9_prcdr_cd -> procedure_occurrence.procedure_source_value -> None.None
inpatientclaims.icd9_prcdr_cd -> observation.observation_source_value -> None.None
inpatientclaims.icd9_prcdr_cd -> drug_exposure.drug_source_value -> None.None
inpatientclaims.icd9_prcdr_cd -> device_exposure.device_source_value -> None.None
inpatientclaims.icd9_prcdr_cd -> measurement.measurement_source_value -> None.None
inpatientclaims.nch_bene_blood_ddctbl_lblty_am -> NA,NA 
inpatientclaims.nch_bene_dschrg_dt -> visit_occurrence.visit_end_date -> None.None
inpatientclaims.nch_bene_dschrg_dt -> visit_occurrence.visit_end_datetime -> None.None
inpatientclaims.nch_bene_dschrg_dt -> death.death_date -> None.None
inpatientclaims.nch_bene_ip_ddctbl_amt -> NA,NA 
inpatientclaims.nch_bene_pta_coinsrnc_lblty_am -> NA,NA 
